Text,pred_label,prob_informative,prob_uninformative,keyword_score,matched_keywords,final_score,alert_level,alert_rank
"New York City's #Elmhurst Hospital, located in Queens, has seen a dramatic increase in cases of #COVID19, becoming something of an epicenter in the city. Read more via @USER HTTPURL",INFORMATIVE,0.6676422003808997,0.33235779961910034,5,"{'case_growth': ['cases', 'increase'], 'medical_system': ['hospital']}",9,MEDIUM,2
"👉More than 14,000 cases reported in the US 👉Italy extends national lockdown, overtakes China in death toll 👉Saudi Arabia suspends outdoor prayer at two holy mosques #CoronavirusOutbreak #CoronaVirusUpdate #CoronaChainScare HTTPURL",INFORMATIVE,0.8907939862933514,0.1092060137066486,6,"{'case_growth': ['cases'], 'death_severity': ['death'], 'public_response': ['lockdown']}",11,HIGH,3
"THE FIRST CRTICAL COVID-19 PATIENT in MUMBAI GOES HOME A 38-year techie from Kalyan, one of the youngest to be put on a ventilator in the city despite being a non-smoker, having no underlying ailments, has recovered at Jaslok Hospital @USER @USER @USER",INFORMATIVE,0.8039604024051119,0.19603959759488815,3,"{'medical_system': ['hospital', 'ventilator']}",8,MEDIUM,2
"@USER @USER While @USER was having a #TrumpMeltdown, this is what’s happening in America. 16 million people so far have filed for unemployment. Over 680k have Covid-19 And the #TrumpDeathToll is now near 35,000 Cure for #TrumpVirus coming on November 3rd. HTTPURL",UNINFORMATIVE,0.49230002185677235,0.5076999781432276,0,{},0,LOW,1
"Watching the news at @USER If correct, the man interviewed is Head of Hospitals in Kabul. He says 13,000 Afghans crossed from Iran to AFG today &amp; were only checked for fever. 40 had fever &amp; only those are tested for #Covid_19 (Many carrying the virus though show NO symptoms)",INFORMATIVE,0.5269265319985619,0.4730734680014382,5,"{'medical_system': ['hospitals'], 'testing_quarantine': ['tested'], 'symptoms_infection': ['symptoms']}",8,MEDIUM,2
NYS Health Department Confirms 2 Unrelated Cases of COVID-19 in Cortland County. #MyCortland HTTPURL,INFORMATIVE,0.8040389310628495,0.1959610689371505,2,{'case_growth': ['cases']},7,MEDIUM,2
Nigeria that doesn't have a database is telling you that we have only 65 confirmed cases of #COVID19 infection and you believe them? My friend do know that numbers can lie in this circumstance. #StaySafe #StayHome,INFORMATIVE,0.5154558561417062,0.4845441438582938,3,"{'case_growth': ['confirmed cases', 'confirmed', 'cases'], 'symptoms_infection': ['infection']}",6,MEDIUM,2
Corpus Christi City Manager Peter Zanoni told 3News' Michael Gibson there is a confirmed positive case of COVID-19 in Corpus Christi. HTTPURL,INFORMATIVE,0.7469178313286804,0.25308216867131966,2,{'case_growth': ['confirmed']},6,MEDIUM,2
The Department of Health will hold another COVID-19 webinar to update Allied Health professionals on 2 April at 11.30am AEDT. Follow the link below for further information and to access the session. HTTPURL HTTPURL,UNINFORMATIVE,0.18840504457075413,0.8115949554292459,0,{},0,LOW,1
"Apparently someonehas sadly died because of the coronavirus. In his house they found 500 cans of food, 100kg of pasta, 75kg of rice, 200 toilet rolls and 30L of hand sanitiser which he had panic bought from “just in case!” The whole lot collapsed and buried the daft bastard!",INFORMATIVE,0.5779110665085155,0.42208893349148446,0,{},3,LOW,1
"The pastor of a Fairfax County church tested positive for the coronavirus, according to statements from the Fairfax County Health Department and the church itself. HTTPURL",INFORMATIVE,0.7230198211208919,0.2769801788791081,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",7,MEDIUM,2
"1) Loyal viewers of ""Lou Dobbs Tonight"" were in for a surprise when they tuned in Friday night. David Asman, who was filling in, informed the audience that Dobbs was in ""self-quarantine"" after one of his team members tested positive for coronavirus.",INFORMATIVE,0.8797775184358226,0.12022248156417739,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested', 'quarantine']}",8,MEDIUM,2
Fall River announces first case of coronavirus. That person and those they came in contact with now quarantined. HTTPURL,INFORMATIVE,0.8235907177909783,0.17640928220902177,0,{},5,MEDIUM,2
"Coronavirus: Covid-19 has killed more people than SARS and MERS combined, despite lower case fatality rate. Perhaps that's why #NarendraModi redefined Stupidity in light of #Covid_19india with the circus called #ThaliBajao, so the fatality rate gets increased for #COVIDIOTS.",UNINFORMATIVE,0.22419266736035026,0.7758073326396497,3,{'death_severity': ['fatality']},3,LOW,1
Update from my video yesterday. I tested negative for COVID-19. If you are having symptoms and live in essex county. Vidit HTTPURL to try and get an appointment HTTPURL,INFORMATIVE,0.6927375292996762,0.30726247070032375,2,"{'testing_quarantine': ['tested'], 'symptoms_infection': ['symptoms']}",6,MEDIUM,2
#Pakistan’s first coronavirus patient 22 years old Yahya jaffri who recovered from #Coronavirus. Yahya become first person in Pakistan to donate his Plasma for another effected Patient. #TimeToBecomeNation #plasma #rastgar #staysafe #united #donatetoday #covid19 #compressedair HTTPURL,INFORMATIVE,0.85824457057215,0.14175542942785,0,{},5,MEDIUM,2
Just heard one of the COVID-19 cases; the Lebanese man in Kumasi has passed away... HMMMMMM!,INFORMATIVE,0.8227518846491868,0.17724811535081314,2,{'case_growth': ['cases']},7,MEDIUM,2
"Lenowisco Health District confirms two cases of COVID-19 in Lee County, Virginia HTTPURL",INFORMATIVE,0.9460585265102259,0.05394147348977404,2,{'case_growth': ['cases']},7,MEDIUM,2
"A total of 215 evacuees who were brought to the #ITBP Chhawla Quarantine Facility from Italy on March 15, have tested negative for the novel #coronavirus, an official said on Saturday. HTTPURL",INFORMATIVE,0.9129095022411173,0.08709049775888265,1,"{'testing_quarantine': ['tested', 'quarantine']}",6,MEDIUM,2
By tonight ... America will likely report a total of #coronavirus cases that exceeds Italy &amp; Spain ... COMBINED,UNINFORMATIVE,0.37836816123883665,0.6216318387611633,2,{'case_growth': ['cases']},2,LOW,1
"Mexico may restrict border crossings due to growing US cases of coronavirus- On US side, officials wth Customs &amp; Border Protection said despite rumors to contrary, ports of entry along border remained open Friday night with no immediate closure plans- HTTPURL",UNINFORMATIVE,0.3294341263660996,0.6705658736339004,3,"{'case_growth': ['cases'], 'public_response': ['closure']}",3,LOW,1
"#Hospitals warn they may soon be overwhelmed; #NewYork declares a major disaster as the state reports roughly 8,000 #coronavirus cases. HTTPURL",UNINFORMATIVE,0.3479151048991632,0.6520848951008368,5,"{'case_growth': ['cases'], 'medical_system': ['hospitals', 'overwhelmed']}",3,LOW,1
"New York has more than 10,000 coronavirus cases and over half of them are patients younger than 50, governor says HTTPURL via @USER",INFORMATIVE,0.7931083683141784,0.20689163168582161,2,{'case_growth': ['cases']},6,MEDIUM,2
"Breaking: FG confirms ten new cases of Coronavirus in Nigeria, seven in Lagos and three in Abuja HTTPURL",INFORMATIVE,0.9225895672984916,0.07741043270150834,2,"{'case_growth': ['new cases', 'cases']}",7,MEDIUM,2
"Six new cases of coronavirus just got confirmed in the southern part of NSW, one of which is only about 25km where I live. Because of how few facilities are in that town, most people from there end up coming here for one reason or another. I am locking myself inside now lmao",INFORMATIVE,0.5006214762928114,0.49937852370718866,2,"{'case_growth': ['new cases', 'confirmed', 'cases']}",5,MEDIUM,2
INTERACTIVE: This Map Shows How Many Have Died From COVID-19 In Each State HTTPURL Pay attention to #NY… NY has the MOST cases in USA becos #Cuomo wouldn't close their borders soon enough… His bad. Are people now allowed to LEAVE NY?! Keep NY'ers in NY for now.,UNINFORMATIVE,0.36152824026948316,0.6384717597305168,2,{'case_growth': ['cases']},2,LOW,1
Pence staffer who tested positive for coronavirus 'doing well': Marc Short #FoxNews HTTPURL @USER,INFORMATIVE,0.7661557078314487,0.23384429216855132,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",7,MEDIUM,2
"Dr. Joshua Davis, an ICU physician in New York, describes the recovery process for COVID-19 patients. @USER has more from the U.S. epicenter of the virus tonight on @USER HTTPURL",UNINFORMATIVE,0.3635031624670033,0.6364968375329967,3,{'medical_system': ['icu']},3,LOW,1
@USER says crime significantly lower during current COVID-19 outbreak vs same time period in 2019: HTTPURL #burien #crime #WAcoronavirus #CoronaVirusSeattle #police #crimestats HTTPURL,UNINFORMATIVE,0.1111782820987568,0.8888217179012432,1,{'symptoms_infection': ['outbreak']},1,LOW,1
"As of this afternoon March 22.., only 108 covid-19 tests have been administered in Nunavut. 29 negative and still 79 outstanding results pending or those results still not know. Time laging results being made public lends its self to complacency in some circles. #1 HTTPURL",INFORMATIVE,0.6984206939155286,0.3015793060844714,1,{'testing_quarantine': ['tests']},5,MEDIUM,2
"Chick-fil-A Delivers 1,000 Free Meals to Hospital Staff Fighting CoronaVirus in Washington State HTTPURL HTTPURL",UNINFORMATIVE,0.4403357646785322,0.5596642353214678,3,{'medical_system': ['hospital']},3,LOW,1
12 passengers tested positive for #Covid-19: Indian #Railways HTTPURL Download the TOI app now: HTTPURL,INFORMATIVE,0.7584413955003934,0.24155860449960667,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",7,MEDIUM,2
"Get the right advice about #COVID2019AU in Australia. HTTPURL visit the Department of Health website @USER &amp; read their Coronavirus news alert HTTPURL for the latest updates, including advice on the number of cases in each state &amp; territory.",UNINFORMATIVE,0.35242147150559866,0.6475785284944013,2,{'case_growth': ['cases']},2,LOW,1
"Wake County is investigating 17 new positive cases of #COVID19, bringing the total number of positive test results in Wake County to 49. This is the largest single-day increase of positive cases so far, but it's not unexpected. HTTPURL HTTPURL",INFORMATIVE,0.9605351961613167,0.03946480383868337,3,"{'case_growth': ['positive cases', 'cases', 'increase'], 'testing_quarantine': ['test']}",8,MEDIUM,2
"Been 2 days since an attendee announced they tested positive for #COVID19 and @USER who held the event after MIT cancelled all gatherings, is too busy counting its piles of cash to notify all of its attendees I guess...",INFORMATIVE,0.6773738846801445,0.3226261153198556,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",7,MEDIUM,2
"I have a sore throat, dry cough, headache &amp; im feeling weak.Yesterday on @USER permanet secretary for ministry of health said if anyone suspects they have #COVID2019 they must stay at home &amp; call a number there's a team deployed to assist from home. I need the contact",UNINFORMATIVE,0.2685526778704811,0.7314473221295189,0,{},0,LOW,1
The numbers of confirmed #COVIDー19 cases continue to rise in Orange County. I was on a call on Friday with other @USER We heard Mayor of NY say that the best approach to slow the spread and save lives is “intensive shelter in place orders.” Please #StayAtHomeAndStaySafe HTTPURL,INFORMATIVE,0.5224367947059037,0.4775632052940964,3,"{'case_growth': ['confirmed', 'cases', 'rise'], 'symptoms_infection': ['spread']}",6,MEDIUM,2
"We have crossed the quarter million confirmed COVID-19 cases marker worldwide. Germany has surpassed Iran in confirmed cases and the US has over 17,000 confirmed cases with grossly inadequate testing. Over 11,000 people in the world of all ages from all walks of life are dead.",INFORMATIVE,0.9870029424716458,0.012997057528354238,6,"{'case_growth': ['confirmed cases', 'confirmed', 'cases'], 'death_severity': ['dead'], 'testing_quarantine': ['testing']}",11,HIGH,3
The Coronavirus Crisis: Herd Immunity has Infected UK Policy – But Who Was Patient Zero for this Toxic Transatlantic Idea? HTTPURL via @USER,UNINFORMATIVE,0.4781474040035121,0.5218525959964879,1,{'symptoms_infection': ['infected']},1,LOW,1
"Today's TLDR version of #covid19sk: - 18 new #COVID19 cases, 11 of them are healthcare workers who attended a curling bonspiel in Alberta - #Sask now has 44 cases - Ministry of Health can't find source of three cases, a sign of community transmission HTTPURL",INFORMATIVE,0.8948784730028718,0.10512152699712822,3,"{'case_growth': ['cases'], 'symptoms_infection': ['transmission']}",8,MEDIUM,2
"Half of the hospitals in Michigan's largest health system are at capacity, CEO says, due to overflow in #coronavirus cases. CEO John T. Fox also says the hospitals are facing staffing shortages and price gouging from nurse contracting agencies who are charging $160/hr per nurse.",UNINFORMATIVE,0.1996489647943942,0.8003510352056058,5,"{'case_growth': ['cases'], 'medical_system': ['hospitals', 'capacity']}",3,LOW,1
"Mexico has 203 confirmed cases of Coronavirus 4 cases of recovery 2 cases of death 197 active cases of Coronavirus HTTPURL on March 15, 2020 ... ⬇️ HTTPURL",INFORMATIVE,0.960431886046058,0.03956811395394198,5,"{'case_growth': ['confirmed cases', 'confirmed', 'cases'], 'death_severity': ['death']}",10,HIGH,3
#CoronaVsRoleOfMedia Poland had cancelled classes for students earlier this month and shut its borders to foreigners in an effort to curtail the spread of the virus. Poland currently has 411 confirmed cases of the coronavirus and five deaths.,INFORMATIVE,0.7375837207751716,0.26241627922482835,6,"{'case_growth': ['confirmed cases', 'confirmed', 'cases'], 'death_severity': ['deaths'], 'symptoms_infection': ['spread']}",10,MEDIUM,2
"No new #Coronavirus cases were identified today in Rwanda. The total confirmed cases remain 17, @USER has announced. HTTPURL",INFORMATIVE,0.9872390542208581,0.012760945779141901,2,"{'case_growth': ['confirmed cases', 'confirmed', 'cases']}",7,MEDIUM,2
"Illinois ‘stay-at-home’ order to start Saturday, go until April; state’s COVID-19 death total now at 5. What a real leader sounds like. HTTPURL",INFORMATIVE,0.5433920056115836,0.45660799438841637,3,{'death_severity': ['death']},6,MEDIUM,2
70 yr old British man dies #Pafos #Cyprus #CoronaVirus After contradicting the virus from family visiting from UK.,INFORMATIVE,0.8906514064975827,0.10934859350241737,0,{},5,MEDIUM,2
LOOK: Members of Brgy. 28 in Caloocan City continue disinfecting their community to prevent the spread of COVID-19. (Photos courtesy of Jun Piamonte/The Philippine STAR) HTTPURL,UNINFORMATIVE,0.27635463715206976,0.7236453628479302,1,{'symptoms_infection': ['spread']},1,LOW,1
